airport_code,city,coordinate,country,image_url,airport_name,icao,time_zone,city_code,country_iso2
UEO,Kumejima,26.3488859:126.7470036,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Kumejima.jpg/800px-Kumejima.jpg,Kume-jima Airport,ROKJ,Asia/Tokyo,UEO,JP
UER,Puertollano,38.6860347:-4.1121461,Spain,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Puertollano_aerial.jpg/800px-Puertollano_aerial.jpg,Puertollano,,Europe/Madrid,UER,ES
UES,Waukesha,43.0116784:-88.2314813,United States,,Waukesha,KUES,America/Chicago,UES,US
UET,Quetta,30.209459:67.018173,Pakistan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Quetta_cantt.jpg/800px-Quetta_cantt.jpg,Quetta Airport,OPQT,Asia/Karachi,UET,PK
UFA,Ufa,54.7355004:55.9919816,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Ufa_view_from_Belaya_river_2022-05.jpg/800px-Ufa_view_from_Belaya_river_2022-05.jpg,Ufa International Airport,UWUU,Asia/Yekaterinburg,UFA,RU
UGA,Bulgan,48.8119444:103.5336111,Mongolia,,Bulgan,ZMBN,Asia/Ulaanbaatar,UGA,MN
UGC,Urgench,41.55386:60.621769,Uzbekistan,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Waterfront_of_Shavat_canal_in_Urganch.jpg/800px-Waterfront_of_Shavat_canal_in_Urganch.jpg,Urgench Airport,UTNU,Asia/Samarkand,UGC,UZ
UGI,Uganik,57.890806:-153.474544,United States,,Uganik,,America/Anchorage,UGI,US
UGN,Waukegan,42.3636331:-87.8447938,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Waukegan_Downtown_During_the_Holidays.jpg/960px-Waukegan_Downtown_During_the_Holidays.jpg,Memorial,KUGN,America/Chicago,UGN,US
UGO,Uige,-7.6:15.03,Angola,,Uige,FNUG,Africa/Luanda,UGO,AO
UGS,Ugashik,57.5130556:-157.3975,United States,,Ugashik,9A8,America/Anchorage,UGS,US
UGT,Umnugobitour,43.751775:104.106146,Mongolia,,Umnugobitour,ZMBR,Asia/Ulaanbaatar,UGT,MN
UGU,Zugapa,-3.73:137.02,Indonesia,,Zugapa,WABV,Asia/Jayapura,UGU,ID
UHE,Uherske Hradiste,49.0683317:17.4605112,Czech Republic,,Kunovice,LKKU,Europe/Prague,UHE,CZ
UHF,Upper Heyford,51.9304545:-1.2762343,United Kingdom,,,,,,
UIB,Quibdo,5.7:-76.6666667,Colombia,,El Carano Airport,SKUI,America/Bogota,UIB,CO
UIH,Qui Nhon,13.7666667:109.2333333,Vietnam,,Phu Cat Airport,VVPC,Asia/Ho_Chi_Minh,UIH,VN
UII,Utila,15.6560941:-86.3243076,Honduras,,Utila,MHUT,America/Tegucigalpa,UII,HN
UIK,Ust-Ilimsk,58.0314735:102.8178525,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Gorod_Ust-Ilimsk.jpg/800px-Gorod_Ust-Ilimsk.jpg,Ust-Ilimsk,UIBS,Asia/Irkutsk,UIK,RU
UIL,Quillayute,47.94:-124.56,United States,,Quillayute State,KUIL,America/Los_Angeles,UIL,US
UIN,Quincy,39.9356016:-91.4098726,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Granite_Trust_Building_Quincy.jpg/800px-Granite_Trust_Building_Quincy.jpg,Quincy Municipal Airport,KUIN,America/Chicago,UIN,US
UIO,Quito,-0.229498:-78.524277,Ecuador,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/FACHADA_ASAMBLEA_NACIONAL._QUITO%2C_20_DE_FEBRERO_2020._01.jpg/960px-FACHADA_ASAMBLEA_NACIONAL._QUITO%2C_20_DE_FEBRERO_2020._01.jpg,Mariscal Sucre International Airport,SEQM,America/Guayaquil,UIO,EC
UIP,Quimper,47.997542:-4.097899,France,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Quimper2011.png/787px-Quimper2011.png,Pluguffan Airport,LFRQ,Europe/Paris,UIP,FR
UIQ,Quine Hill,,Vanuatu,,Quine Hill,NVVQ,Pacific/Efate,UIQ,VU
UIR,Quirindi,-31.5077986:150.680106,Australia,,Quirindi,YQDI,Australia/Sydney,UIR,AU
UIT,Jaluit Island,6.0090282:169.5153773,Marshall Islands,,Jaluit Island,,Pacific/Majuro,UIT,MH
UJE,Ujae Island,9.0582174:165.6440842,Marshall Islands,,Ujae Island,,Pacific/Majuro,UJE,MH
UKA,Ukunda,-4.3:39.57,Kenya,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Ukunda_Transitstra%C3%9Fe_A14_1.jpg/800px-Ukunda_Transitstra%C3%9Fe_A14_1.jpg,Ukunda Airport,HKUK,Africa/Nairobi,UKA,KE
UKB,Kobe,34.690083:135.1955112,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Kobe_Port_Tower_and_Maritime_Museum%2C_November_2016.jpg/960px-Kobe_Port_Tower_and_Maritime_Museum%2C_November_2016.jpg,Kobe Airport,RJBE,Asia/Tokyo,OSA,JP
UKI,Ukiah,39.1501709:-123.2077831,United States,,Ukiah,KUKI,America/Los_Angeles,UKI,US
UKK,Ust-kamenogorsk,49.9833333:82.6166667,Kazakhstan,,Ust-Kamenogorsk Airport,UASK,Asia/Almaty,UKK,KZ
UKN,Waukon,43.2694208:-91.475695,United States,,Waukon Municipal Airport,Y01,America/Chicago,UKN,US
UKR,Mukeiras,13.9376256:45.659198,Yemen,,Mukeiras,OYMS,Asia/Aden,UKR,YE
UKS,Sevastopol,44.61665:33.525367,Ukraine,,Belbek,URFB,Europe/Simferopol,UKS,KX
UKT,Quakertown,40.4417682:-75.3415667,United States,,Upper Bucks,KUKT,America/New_York,UKT,US
UKU,Nuku,-3.67:142.48,Papua New Guinea,,Nuku,AYNU,Pacific/Port_Moresby,UKU,PG
UKX,Ust-Kut,56.7980194:105.7655717,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/%D0%9F%D0%BE%D0%BB%D0%B5%D1%82_%D0%BD%D0%B0%D0%B4_%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BE%D0%BC_%D1%83%D1%81%D1%82%D1%8C-%D0%BA%D1%83%D1%82.jpg/800px-%D0%9F%D0%BE%D0%BB%D0%B5%D1%82_%D0%BD%D0%B0%D0%B4_%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BE%D0%BC_%D1%83%D1%81%D1%82%D1%8C-%D0%BA%D1%83%D1%82.jpg,Ust-Kut Airport,UITT,Asia/Irkutsk,UKX,RU
ULA,San Julian,-49.31:-67.8,Argentina,,San Julian,SAWJ,America/Argentina/Rio_Gallegos,ULA,AR
ULB,Ulei,-16.33:168.28,Vanuatu,,Ulei,NVSU,Pacific/Efate,ULB,VU
ULD,Ulundi,-28.32:31.42,South Africa,,Ulundi,FAUL,Africa/Johannesburg,ULD,ZA
ULE,Sule,-4.97:151.3,Papua New Guinea,,Sule,,Pacific/Port_Moresby,ULE,PG
ULG,Ulgit,48.97982:89.973869,Mongolia,,Ulgit,ZMUL,Asia/Hovd,ULG,MN
ULI,Ulithi,9.97:139.67,Micronesia,,Ulithi,,Pacific/Chuuk,ULI,FM
ULL,Mull,56.4391984:-6.000887,United Kingdom,,Mull,,Europe/London,ULL,GB
ULM,New Ulm,44.309479:-94.467789,United States,,New Ulm,KULM,America/Chicago,ULM,US
ULN,Ulaanbaatar,47.921378:106.90554,Mongolia,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/UB_downtown.jpg/800px-UB_downtown.jpg,Chinggis Khaan International Airport,ZMUB,Asia/Ulaanbaatar,ULN,MN
ULO,Ulaangom,49.98391:92.069099,Mongolia,,Ulaangom,ZMUG,Asia/Hovd,ULO,MN
ULP,Quilpie,-26.6135582:144.2687661,Australia,,Quilpie,YQLP,Australia/Brisbane,ULP,AU
ULQ,Tulua,4.0833333:-76.2,Colombia,,Farfan,SKUL,America/Bogota,ULQ,CO
ULS,Mulatos,8.63:-76.72,Colombia,,Mulatos,,America/Bogota,ULS,CO
ULU,Gulu,2.81:32.27,Uganda,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Gulu_Town_Skyline_01.jpg/800px-Gulu_Town_Skyline_01.jpg,Gulu,HUGU,Africa/Kampala,ULU,UG
ULV,Ulyanovsk,54.312422232222:48.39562501,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/%D0%A3%D0%BB%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%D1%81%D0%BA.jpg/800px-%D0%A3%D0%BB%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%D1%81%D0%BA.jpg,Baratayevka,UWLL,Europe/Samara,ULY,RU
ULX,Ulusaba,-24.78:31.35,South Africa,,Ulusaba,FAUS,Africa/Johannesburg,ULX,ZA
ULY,Ulyanovsk,54.3214798:48.3856504,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/%D0%A3%D0%BB%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%D1%81%D0%BA.jpg/800px-%D0%A3%D0%BB%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%D1%81%D0%BA.jpg,Ulyanovsk Vostochny Airport,UWLW,Europe/Samara,ULY,RU
ULZ,Uliastai,47.73291:96.843979,Mongolia,,Uliastai,ZMDN,Asia/Hovd,ULZ,MN
UMA,Punta De Maisi,20.24:-74.15,Cuba,,Punta De Maisi,MUMA,America/Havana,UMA,CU
UMC,Umba,-7.02:145.95,Papua New Guinea,,Umba,AYUC,Pacific/Port_Moresby,UMC,PG
UMD,Uummannaq,70.6747222:-52.1263889,Greenland,,Uummannaq,,America/Godthab,UMD,GL
UME,Umea,63.8287008:20.2578159,Sweden,,Umea Airport,ESNU,Europe/Stockholm,UME,SE
UMI,Quincemil,-13.26666:-70.68333,Peru,,Quincemil,SPIL,America/Lima,UMI,PE
UMM,Summit,63.33:-149.13,United States,,Summit,PAST,America/Anchorage,UMM,US
UMR,Woomera,-31.2006841:136.825919,Australia,,Woomera,YPWR,Australia/Adelaide,UMR,AU
UMT,Umiat,69.37:-152.14,United States,,Umiat,PAUM,America/Anchorage,UMT,US
UMU,Umuarama,-23.7641036:-53.3183606,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Cidade_de_Umuarama.jpg/800px-Cidade_de_Umuarama.jpg,Ernesto Geisel,SSUM,America/Sao_Paulo,UMU,BR
UMY,Sumy,50.9077:34.7981,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Skyline_of_Sumy_%28cropped%29.jpg/960px-Skyline_of_Sumy_%28cropped%29.jpg,Sumy,UKHS,Europe/Kiev,UMY,UA
UNA,Una,-15.2695629:-39.069421,Brazil,,Una,SBTC,America/Bahia,UNA,BR
UNC,Unguia,8.05:-77.1,Colombia,,Unguia,,America/Bogota,UNC,CO
UND,Kunduz,36.8599307:68.7154975,Afghanistan,,Kunduz,OAUZ,Asia/Kabul,UND,AF
UNE,Qachas Nek,-30.1186489:28.6916304,Lesotho,,Qachas Nek,FXQN,Africa/Maseru,UNE,LS
UNG,Kiunga,-6.13:141.28,Papua New Guinea,,Kiunga,AYKI,Pacific/Port_Moresby,UNG,PG
UNI,Union Island,12.5985557:-61.4347924,Saint Vincent and the Grenadines,,Union Island,TVSU,America/St_Vincent,UNI,VC
UNK,Unalakleet,63.8730556:-160.7880556,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Unalakleet_aerial_2010_%28cropped%29.jpg/800px-Unalakleet_aerial_2010_%28cropped%29.jpg,Unalakleet Airport,PAUN,America/Anchorage,UNK,US
UNN,Ranong,10.0112745:98.704075,Thailand,,Ranong Airport,VTSR,Asia/Bangkok,UNN,TH
UNR,Underkhaan,47.3:110.61,Mongolia,,Underkhaan,ZMUH,Asia/Ulaanbaatar,UNR,MN
UNS,Umnak Island,53.2238889:-168.4319444,United States,,Umnak,,America/Anchorage,UMB,US
UNT,Unst Shetland Island,60.73:-0.8200000000000001,United Kingdom,,Baltasound,EGPW,Europe/London,UNT,GB
UNU,Juneau,43.4055504:-88.7051037,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Downtown_Juneau_and_Douglas_Island.jpg/800px-Downtown_Juneau_and_Douglas_Island.jpg,Dodge County,KUNU,America/Chicago,UNU,US
UOL,Buol,1.160724:121.427212,Indonesia,,Buol,WAMY,Asia/Makassar,UOL,ID
UON,Muong Sai,20.68:102.0,Laos,,Muong Sai,,Asia/Vientiane,UON,LA
UOS,Sewanee,35.2031373:-85.9210899,United States,,Franklin County,KUOS,America/Chicago,UOS,US
UOX,Oxford,41.48:-73.14,United States,,University-Oxford,KUOX,America/Chicago,UOX,US
UPA,Punta Alegre,22.38:-78.82,Cuba,,Punta Alegre,,America/Havana,UPA,CU
UPC,Puerto La Cruz,28.4:-16.55,Spain,,,,,,
UPF,Pforheim,48.8933834:8.7049203,Germany,,,,,,
UPG,Ujung Pandang,-5.06:119.55,Indonesia,,Sultan Hasanuddin International Airport,WAAA,Asia/Makassar,UPG,ID
UPL,Upala,10.89158:-85.014061,Costa Rica,,Upala,MRUP,America/Costa_Rica,UPL,CR
UPN,Uruapan,19.4172134:-102.0503611,Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/FabricaSanPedro50.JPG/800px-FabricaSanPedro50.JPG,Licenciado y General Ignacio Lopez Rayon Airport,MMPN,America/Mexico_City,UPN,MX
UPP,Upolu Point,20.27:-155.86,United States,,Upolu Point,PHUP,Pacific/Honolulu,UPP,US
UPR,Upiara,-8.53:142.65,Papua New Guinea,,Upiara,AYUR,Pacific/Port_Moresby,UPR,PG
UPV,Upavon,51.2949069:-1.807796,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Upavon%2C_UK_-_panoramio_%281%29.jpg/800px-Upavon%2C_UK_-_panoramio_%281%29.jpg,Upavon,EGDJ,Europe/London,UPV,GB
UQE,Queen,58.88:-158.5,United States,,Queen,,America/Anchorage,UQE,US
URA,Uralsk,51.2333333:51.3666667,Kazakhstan,,Uralsk Airport,UARR,Asia/Oral,URA,KZ
URB,Urubupunga,-20.78:-51.56,Brazil,,Ernesto Pochler,,America/Sao_Paulo,URB,BR
URC,Urumqi,43.825666:87.617298,China,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Urumqi_Skyline_July_2019.jpg/800px-Urumqi_Skyline_July_2019.jpg,Urumqi Diwopu International Airport,ZWWW,Asia/Shanghai,URC,CN
URD,Burg Feuerstein,54.43:11.2,Germany,,Burg Feuerstein,EDQE,Europe/Berlin,URD,DE
URE,Kuressaare,58.2534502:22.4891662,Estonia,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Kuressaare_linn_ja_sadam_2015.jpg/800px-Kuressaare_linn_ja_sadam_2015.jpg,Kuressaare Airport,EEKE,Europe/Tallinn,URE,EE
URG,Uruguaiana,-29.7495012:-57.0882077,Brazil,,Ruben Berta Airport,SBUG,America/Sao_Paulo,URG,BR
URI,Uribe,3.217838:-74.395699,Colombia,,Uribe,,America/Bogota,URI,CO
URJ,Uraj,60.1333009:64.8090897,Russia,,Uraj Airport,USHU,Asia/Yekaterinburg,URJ,RU
URM,Uriman,5.34:-62.76,Venezuela,,Uriman,SVUM,America/Caracas,URM,VE
URN,Urgoon,32.92:69.13,Afghanistan,,Urgoon,OAOG,Asia/Kabul,URN,AF
URO,Rouen,49.443232:1.099971,France,,Boos,LFOP,Europe/Paris,URO,FR
URR,Urrao,6.3166667:-76.1333333,Colombia,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/9285_parque-principal-rafael-uribe-uribe_1024x600%281%29.jpg/800px-9285_parque-principal-rafael-uribe-uribe_1024x600%281%29.jpg,Urrao,SKUR,America/Bogota,URR,CO
URS,Kursk,51.740261:36.1848793,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/%D0%97%D0%BD%D0%B0%D0%BC%D0%B5%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%A1%D0%BE%D0%B1%D0%BE%D1%80_%D0%9A%D1%83%D1%80%D1%81%D0%BA_%28cropped%29.jpg/800px-%D0%97%D0%BD%D0%B0%D0%BC%D0%B5%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%A1%D0%BE%D0%B1%D0%BE%D1%80_%D0%9A%D1%83%D1%80%D1%81%D0%BA_%28cropped%29.jpg,Kursk Vostochny Airport,UUOK,Europe/Moscow,URS,RU
URT,Surat Thani,8.9034051:99.0128926,Thailand,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Surat_Thani_skyline.jpg/800px-Surat_Thani_skyline.jpg,Surat Thani Airport,VTSB,Asia/Bangkok,URT,TH
URU,Uroubi,,Papua New Guinea,,Uroubi,AYUE,Pacific/Port_Moresby,URU,PG
URY,Gurayat,31.41:37.28,Saudi Arabia,,Gurayat Airport,OEGT,Asia/Riyadh,URY,SA
URZ,Uruzgan,33.2009566:66.2367172,Afghanistan,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Wheat_fields_in_Uruzgan_province.jpg/800px-Wheat_fields_in_Uruzgan_province.jpg,Uruzgan,OARG,Asia/Kabul,URZ,AF
USH,Ushuaia,-54.7916794:-68.229248,Argentina,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Glaciar_Martial_100_2981.JPG/800px-Glaciar_Martial_100_2981.JPG,Malvinas Argentinas International Airport,SAWH,America/Argentina/Ushuaia,USH,AR
USI,Mabaruma,8.2:-59.78,Guyana,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Mabaruma_Guyana_Almond_Beach_House.JPG/960px-Mabaruma_Guyana_Almond_Beach_House.JPG,Mabaruma,SYMB,America/Guyana,USI,GY
USK,Usinsk,66.0093078:57.5474014,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/%D0%A3%D1%81%D0%B8%D0%BD%D1%81%D0%BA_%D0%B2%D0%B8%D0%B4_%D1%81_%D0%BF%D1%82%D0%B8%D1%87%D1%8C%D0%B5%D0%B3%D0%BE_%D0%BF%D0%BE%D0%BB%D1%91%D1%82%D0%B0.jpg/800px-%D0%A3%D1%81%D0%B8%D0%BD%D1%81%D0%BA_%D0%B2%D0%B8%D0%B4_%D1%81_%D0%BF%D1%82%D0%B8%D1%87%D1%8C%D0%B5%D0%B3%D0%BE_%D0%BF%D0%BE%D0%BB%D1%91%D1%82%D0%B0.jpg,Usinsk Airport,UUYS,Europe/Moscow,USK,RU
USL,Useless Loop,-26.1430669:113.417046,Australia,,Useless Loop,YUSL,Australia/Perth,USL,AU
USM,Koh Samui,9.55:100.06,Thailand,,Koh Samui Airport,VTSM,Asia/Bangkok,USM,TH
USN,Ulsan,35.5383773:129.3113596,South Korea,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Ulsan_%EC%8B%AD%EB%A6%AC%EB%8C%80%EB%B0%AD%EA%B5%90_%EC%95%BC%EA%B2%BD.jpg/960px-Ulsan_%EC%8B%AD%EB%A6%AC%EB%8C%80%EB%B0%AD%EA%B5%90_%EC%95%BC%EA%B2%BD.jpg,Ulsan Airport,RKPU,Asia/Seoul,USN,KR
USO,Usino,-5.5:145.43,Papua New Guinea,,Usino,,Pacific/Port_Moresby,USO,PG
USQ,Usak,38.682301:29.40819,Turkey,,Usak,LTBO,Europe/Istanbul,USQ,TR
USS,Sancti Spiritus,21.9938214:-79.4703885,Cuba,,Sancti Spiritus,MUSS,America/Havana,USS,CU
UST,St Augustine,29.8942639:-81.3132083,United States,,St. Augustine Airport,KSGJ,America/New_York,UST,US
USU,Busuanga,12.1476391:120.0202964,Philippines,,Busuanga Airport,RPVV,Asia/Manila,USU,PH
UTA,Mutare,-19.0:32.63,Zimbabwe,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Mutare_aerial.jpg/800px-Mutare_aerial.jpg,Mutare,FVMU,Africa/Harare,UTA,ZW
UTB,Muttaburra,-22.5934001:144.5479713,Australia,,Muttaburra,YMTB,Australia/Brisbane,UTB,AU
UTC,Utrecht,,Netherlands,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Sol_Lumen.jpg/800px-Sol_Lumen.jpg,Soesterberg,EHSB,Europe/Amsterdam,UTC,NL
UTD,Nutwood Downs,-15.833333:134.166667,Australia,,Nutwood Downs,YNUT,Australia/Darwin,UTD,AU
UTE,Butterworth,-32.32:28.2,South Africa,,,,,,
UTG,Quthing,-30.4105544:27.6998375,Lesotho,,Quthing,FXQG,Africa/Maseru,UTG,LS
UTH,Udon Thani,17.4294081:102.989615,Thailand,,Udon Thani International Airport,VTUD,Asia/Bangkok,UTH,TH
UTI,Valkeala,60.9:26.94,Finland,,Utti,EFUT,Europe/Helsinki,UTI,FI
UTK,Utirik Island,11.2689146:169.7960523,Marshall Islands,,Utirik Island,K03N,Pacific/Majuro,UTK,MH
UTL,Torremolinos,36.6217866:-4.5002731,Spain,,Torremolinos,,Europe/Madrid,UTL,ES
UTM,Tunica,34.6845455:-90.3828769,United States,,Tunica Municipalcipal Airport,KUTA,America/Chicago,UTM,US
UTN,Upington,-28.4:21.26,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Upington.jpg/800px-Upington.jpg,Upington Airport,FAUP,Africa/Johannesburg,UTN,ZA
UTO,Utopia Creek,,United States,,Indian Mountain AFS,PAIM,America/Anchorage,UTO,US
UTP,Pattaya,12.68:101.01,Thailand,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Pattaya_beach_from_view_point.jpg/960px-Pattaya_beach_from_view_point.jpg,Utapao Airport,VTBU,Asia/Bangkok,UTP,TH
UTR,Uttaradit,17.6698151:100.5296115,Thailand,,Uttaradit,,Asia/Bangkok,UTR,TH
UTT,Umtata,-31.58637:28.79002,South Africa,,Umtata Airport,FAUT,Africa/Johannesburg,UTT,ZA
UTU,Ustupo,9.12:-77.92,Panama,,Ustupo,,America/Panama,UTU,PA
UTW,Queenstown,-31.92:26.88,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Queenstown_se_stadsaal.jpg/752px-Queenstown_se_stadsaal.jpg,Queenstown,FAQT,Africa/Johannesburg,UTW,ZA
UUA,Bugulma,54.5366095:52.7976303,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Bugulma_2_2011.jpg/800px-Bugulma_2_2011.jpg,Bugulma Airport,UWKB,Europe/Moscow,UUA,RU
UUD,Ulan-ude,51.8408393:107.6080931,Russia,,Ulan-Ude Airport,UIUU,Asia/Irkutsk,UUD,RU
UUK,Kuparuk,70.33:-149.6,United States,,Kuparuk,PAKU,America/Anchorage,UUK,US
UUN,Baruun-Urt,46.679131:113.279503,Mongolia,,Baruun-Urt,ZMBU,Asia/Choibalsan,UUN,MN
UUS,Yuzhno-Sakhalinsk,46.9612616:142.7319795,Russia,,Yuzhno-Sakhalinsk Airport,UHSS,Asia/Srednekolymsk,UUS,RU
UUU,Manumu,-9.07:147.57,Papua New Guinea,,Manumu,,Pacific/Port_Moresby,UUU,PG
UVA,Uvalde,29.2096836:-99.7861679,United States,,Garner Field,KUVA,America/Chicago,UVA,US
UVE,Ouvea,-20.6467752:166.5603828,New Caledonia,,Ouvea Airport,NWWV,Pacific/Noumea,UVE,NC
UVF,St Lucia,13.909444:-60.978893,Saint Lucia,,Hewanorra Airport,TLPL,America/St_Lucia,SLU,LC
UVL,Kharga,25.4489:30.5401,Egypt,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Temple_of_Hibis.jpg/800px-Temple_of_Hibis.jpg,Kharga,HEKG,Africa/Cairo,UVL,EG
UVO,Uvol,-6.02:150.95,Papua New Guinea,,Uvol,AYUZ,Pacific/Port_Moresby,UVO,PG
UWA,Ware,42.2598146:-72.2398021,United States,,Ware,MA53,America/New_York,UWA,US
UYL,Nyala,12.0558:24.890409,Sudan,,Nyala,HSNN,Africa/Khartoum,UYL,SD
UYN,Yulin,38.27:109.73,China,,Yulin Yuyang Airport,ZLYL,Asia/Shanghai,UYN,CN
UZC,Uzice,43.86417:19.850031,Serbia,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Uzice_pan.jpg/960px-Uzice_pan.jpg,Uzice-Ponikve,,Europe/Belgrade,UZC,RS
UZH,Unayzah,26.0847609:43.9943011,Saudi Arabia,,Unayzah,,Asia/Riyadh,UZH,SA
UZU,Curuzu Cuatia,-29.7915416:-58.0499307,Argentina,,Curuzu Cuatia,SATU,America/Argentina/Cordoba,UZU,AR
VAA,Vaasa,63.0952504:21.6162704,Finland,,Vaasa Airport,EFVA,Europe/Helsinki,VAA,FI
VAB,Yavarate,1.12:-70.75,Colombia,,Yavarate,,America/Bogota,VAB,CO
VAC,Varrelbusch,52.890869:8.004264,Germany,,Varrelbusch,EDWU,Europe/Berlin,VAC,DE
VAF,Valence,44.933393:4.89236,France,,Chabeuil,LFLU,Europe/Paris,VAF,FR
VAG,Varginha,-21.5461601:-45.4315892,Brazil,,Major-Brigadeiro Trompowsky Airport,SBVG,America/Sao_Paulo,VAG,BR
VAH,Vallegrande,-18.49304:-64.106682,Bolivia,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Plaza_Principal_de_la_ciudad_de_Vallegrande_%28Santa_Cruz_-_Bolivia%29.jpg/800px-Plaza_Principal_de_la_ciudad_de_Vallegrande_%28Santa_Cruz_-_Bolivia%29.jpg,Vallegrande,SLVG,America/La_Paz,VAH,BO
VAI,Vanimo,-2.6896767:141.2998457,Papua New Guinea,,Vanimo Airport,AYVN,Pacific/Port_Moresby,VAI,PG
VAK,Chevak,61.5277778:-165.5863889,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Chevak%2C_Alaska_%289564477645%29.jpg/800px-Chevak%2C_Alaska_%289564477645%29.jpg,Chevak Airport,PAVA,America/Nome,VAK,US
VAL,Valenca,-13.3:-38.99,Brazil,,Valenca,SNVB,America/Bahia,VAL,BR
VAN,Van,38.4941667:43.38,Turkey,,Van Ferit Melen Airport,LTCI,Europe/Istanbul,VAN,TR
VAO,Suavanao,,Solomon Islands,,Suavanao Airstrip,AGGV,Pacific/Guadalcanal,VAO,SB
VAP,Valparaiso,-33.1324036:-71.5486562,Chile,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Historic_Quarter_of_the_Seaport_City_of_Valpara%C3%ADso_04.jpg/960px-Historic_Quarter_of_the_Seaport_City_of_Valpara%C3%ADso_04.jpg,Valparaiso,SCRD,America/Santiago,VAP,CL
VAR,Varna,43.2166452:27.9118058,Bulgaria,,Varna Airport,LBWN,Europe/Sofia,VAR,BG
VAS,Sivas,39.747662:37.017879,Turkey,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Sivas_Cumhuriyet_Meydan%C4%B1_in_2011_8145.jpg/800px-Sivas_Cumhuriyet_Meydan%C4%B1_in_2011_8145.jpg,Sivas Airport,LTAR,Europe/Istanbul,VAS,TR
VAT,Vatomandry,-19.3308141:48.9782438,Madagascar,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/PLAGE-vatomandry.jpg/800px-PLAGE-vatomandry.jpg,Vatomandry,FMMY,Indian/Antananarivo,VAT,MG
VAU,Vatukoula,-17.5:177.84,Fiji,,Vatukoula,NFNV,Pacific/Fiji,VAU,FJ
VAW,Vardoe,70.3072786:31.2875137,Norway,,Vardoe Airport,ENSS,Europe/Oslo,VAW,NO
VBS,Brescia,45.43:10.33,Italy,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Vista_aerea_Brescia_16-07-2019.jpg/800px-Vista_aerea_Brescia_16-07-2019.jpg,Montichiari Airport,LIPO,Europe/Rome,VRN,IT
